exposure,stimType,sentence,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,gender,bildung,ageGroups,MSSGroups,ABNBLGroups
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,700,467,433,533,467,833,500,500,433,434,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,567,533,567,600,766,467,467,566,434,433,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,534,599,567,500,534,865,534,467,466,467,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,500,533,567,566,500,600,500,567,467,433,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,500,467,533,467,533,467,566,500,534,633,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,500,534,533,500,1067,699,501,566,533,434,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,600,500,733,567,667,566,667,467,466,1000,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,367,600,533,934,599,900,734,633,567,600,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,300,500,500,500,499,534,1933,733,834,533,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,666,400,600,567,333,733,500,534,466,767,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,333,400,867,566,401,766,367,500,500,533,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,1566,434,600,666,433,634,466,467,400,400,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,600,467,633,500,500,867,533,800,633,2167,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,100,866,600,667,3000,634,999,467,467,533,weiblich,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,634,999,700,567,534,1166,400,333,534,100,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,100,639.6,568.7,583.5,532.9,517.4,490.8,600.3,624.1,666,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,100,742.3,492.3,533.2,805.9,543.1,541.5,608.1,683.6,517.2,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,498.9,551.7,758.6,649.4,500,432.5,442.4,399.8,508.2,625.2,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,100,415.9,491.8,382.8,391.6,392,399.9,467.8,448.7,475,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,383.7,458.9,390.5,383.4,408.1,383.7,434.2,366.1,441,549.9,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,374.9,434.2,423.8,483.3,675.4,448.9,409.6,425.1,458,507.8,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,374.6,516.3,424.7,567.3,491.4,417.3,383.7,432.1,667.7,716.7,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,292.3,358.9,325.1,307.5,300.8,350.3,316.2,316.8,390.2,384.1,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,325.1,281.5,651,400.4,358,358.2,358.3,350.8,357.5,392.5,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,318,324.1,359.4,341,392.2,366.5,374.5,367,391.1,417.9,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,274.3,334.5,357.1,309,300.6,275.7,315,334.3,299.9,458.4,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,257.8,316.9,300.1,332.8,316.7,275.4,608.6,366.9,341,366.2,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,264.5,351.5,333.6,340.5,334.6,365.4,342.6,350.1,373.1,510.2,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,292.5,342.5,383.6,332.9,342.3,366.3,357.9,358.9,366.9,599.7,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,341.8,291.6,600.2,324,417.4,332.9,300.5,282.5,342.8,449.2,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,308.8,323.8,516.9,325.4,357.5,383.8,484.1,391.4,457.2,450.5,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,401.5,333.1,416.3,308.8,300.2,341.9,364.6,333.9,300.3,358.1,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,183.7,323.8,351.1,299.6,299.8,308.8,299.7,315.6,342.5,375.6,maennlich,tertiaer,middle aged,middleSexism,middleAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,701.1,754.4,670.9,626.1,617.1,592.9,591.6,650.4,617.3,600.9,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,133.4,625,592.2,600.5,583.9,608.9,592.8,2151.9,633.8,767.3,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,166.7,625,550,693.1,537.9,646.9,633.5,634.3,650.5,707.7,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,133.5,658.5,647,546.6,717.2,600.1,651,691.4,576.4,717.2,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,116.7,659.1,641.7,1351.1,550.4,634.4,567.1,633.9,566.7,617.7,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,407.3,635.3,616.9,575.9,633.4,634.3,550.5,600.1,607.9,676.6,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,100,625.6,591.4,584.2,593,567.2,583.8,583.8,583.8,1000.9,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,150.3,633.8,567.2,617.3,550.4,633.8,600.5,650.6,583.8,683.5,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,100.1,584.3,587,647.3,607.9,546.1,664.3,620.9,580.1,633.6,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,100,600.4,567.2,567.3,600.5,633.9,550.5,617.1,550.4,617.1,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,100,575.8,622.4,1187.2,559.4,587.1,571,560.3,591.4,583.9,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,100,600.5,617.3,617,617.3,700.6,633.9,600.5,600.6,617.2,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,250.2,641.8,559.5,600.2,642,667.7,600.4,609.1,600.6,666.8,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,175.1,684,675.5,608.5,650.6,692.8,533.7,616.9,625.8,734.3,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,100,567.2,600.6,617.1,767.3,650.6,533.9,750.7,600.4,633.9,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,100,583.9,567,601.7,566.1,550.6,550.6,566.8,567.1,600.7,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,100,567.1,617.2,584,1284.3,583.9,550.5,617.2,600.5,700.6,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,100,583.8,567.2,559.7,599.9,551,516.6,584,667.1,692.2,weiblich,tertiaer,older,higherSexism,middleAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,501,683,750,700,1051,683,699,651,733,1233,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,583,1067,649,884,667,616,634,633,584,716,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,783,1017,949,716,785,816,1000,784,716,633,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,550,933,600,668,932,533,618,584,599,667,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,683,934,683,733,1100,583,684,618,549,1617,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,650,800,584,583,1167,516,583,534,550,700,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,617,649,651,632,884,600,533,517,700,599,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,401,716,600,701,600,549,584,584,631,651,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,816,701,566,767,666,567,584,616,567,550,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,466,534,550,650,566,484,566,467,601,599,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,117,1016,501,516,518,449,483,451,449,467,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,350,467,467,432,500,433,451,433,451,432,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,717,650,1217,500,517,500,482,551,433,450,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,250,733,600,667,566,550,467,484,433,450,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,368,516,500,484,516,483,450,467,434,500,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,901,599,484,432,435,399,500,434,449,467,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,317,449,451,449,418,432,434,466,401,433,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,366,384,433,399,401,383,417,417,416,417,nichtbinaer,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,139.3,1442.3,1472,597.7,839.2,690.7,619.9,532.6,542,712.5,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,251,732.8,601.7,603.3,578,586.2,598.2,553.4,483.8,542.6,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,874.8,891.4,665.9,531.8,500.9,550.8,500.2,563.9,588.5,714.5,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,179.4,668.2,436.8,445.9,447.2,440.7,432.1,405.7,457.6,466.9,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,233,232.7,251,283.6,382,417.3,399.7,435.4,416.6,433.9,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,100,383,434.7,435.8,451.4,361.4,567.6,316.8,433.9,467.1,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,398.8,486.4,314.7,434.2,479.1,570,550.3,502.1,530.2,500.7,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,100,717.9,515.1,541.9,475.7,582,505.2,468.8,495,518.5,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,464,455,447.2,499.4,409.1,462.1,399.7,411.8,400,483.2,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,255.3,564,368.8,378.4,351.4,386.2,455.6,442.4,451.1,431.5,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,883.5,397.8,351.6,463,489.5,478.4,370.2,399.1,428.9,505.1,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,108.1,748,453.1,397.1,374.5,378.9,374,375.2,428.5,436.1,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,100,495.6,436.4,373.8,478.2,530.5,451.8,433.9,439.9,461.6,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,1151.3,359.4,405.1,429.7,437.8,454.9,429.4,458,505.4,520.6,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,431.3,289.5,230.4,302.8,334,400.1,363,400.4,399.9,403.3,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,100,416.5,330.4,351,352.7,367.8,412.5,395.9,388.4,381.5,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,558,347.9,216.7,347.2,619.5,582.3,536.5,372.8,359,347.6,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,100,397.3,251.1,217.2,248.9,301.1,332,365.7,472.2,344.7,maennlich,tertiaer,younger,middleSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,949,1017,783,951,933,899,967,517,133,1368,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,665,1900,601,649,1150,851,883,767,916,950,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,215,107,1376,733,483,800,551,667,1133,1849,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,434,1099,401,566,667,466,467,650,483,685,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,116,1066,417,400,333,434,383,384,382,350,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,133,950,467,483,434,716,484,449,567,916,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,732,501,333,367,1617,584,633,801,465,917,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,100,716,482,485,499,516,384,417,418,815,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,316,267,300,1017,350,683,383,717,467,366,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,265,517,501,482,500,1351,634,516,766,1884,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,684,366,917,433,766,1768,433,533,516,2884,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,100,1217,583,517,1066,467,517,967,617,1119,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,100,851,333,349,1051,449,334,333,419,331,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,417,732,333,402,349,641,342,583,367,450,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,315,334,833,485,782,467,316,466,684,434,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,282,383,400,367,400,833,434,416,1068,933,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,265,435,466,267,433,333,700,401,416,634,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,413,250,400,267,300,466,735,299,500,1168,weiblich,tertiaer,middle aged,middleSexism,middleAtt
